"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"96745099999","2017-03-06","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.7"," 8","  74.0"," 8","1008.6"," 8","008.1"," 8","  4.3"," 8","  2.6"," 8","  8.9","999.9","  88.9"," ","  78.1","*"," 0.00","I","999.9","000000"
"96745099999","2017-03-07","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  79.9"," 8","  74.0"," 8","1010.4"," 7","009.9"," 7","  3.8"," 8","  2.0"," 8","  6.0","999.9","  86.4"," ","  76.3","*"," 0.75","B","999.9","010010"
"96745099999","2017-03-08","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  83.7"," 8","  74.1"," 8","1009.5"," 8","009.0"," 8","  4.2"," 8","  2.9"," 8","  8.0","999.9","  88.7"," ","  75.9"," "," 0.00","I","999.9","000000"
"96745099999","2017-03-09","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  83.3"," 7","  74.8"," 7","1008.9"," 7","008.4"," 7","  3.8"," 7","  1.9"," 7","  8.0","999.9","  87.4"," ","  77.0"," "," 0.00","I","999.9","000000"
"96745099999","2017-03-10","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.9"," 8","  74.1"," 8","1008.8"," 8","008.3"," 8","  4.0"," 8","  2.0"," 8","  5.1","999.9","  88.2"," ","  78.8","*"," 0.00","I","999.9","000000"
"96745099999","2017-03-11","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  83.1"," 8","  75.3"," 8","1010.1"," 8","009.6"," 8","  4.2"," 8","  3.1"," 8","  7.0","999.9","  88.9"," ","  77.7"," "," 0.00","I","999.9","000000"
"96745099999","2017-03-12","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  84.0"," 8","  72.3"," 8","1010.7"," 8","010.2"," 8","  4.1"," 8","  2.6"," 8","  5.1","999.9","  91.4"," ","  78.8"," "," 0.08","A","999.9","000000"
"96745099999","2017-03-13","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  86.0"," 8","  73.8"," 8","1010.4"," 8","009.9"," 8","  4.0"," 8","  2.3"," 8","  7.0","999.9","  93.9"," ","  78.8"," "," 0.00","I","999.9","000000"
"96745099999","2017-03-14","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  85.7"," 8","  73.0"," 8","1010.6"," 8","010.1"," 8","  4.1"," 8","  3.8"," 8","  6.0","999.9","  92.1"," ","  78.8"," "," 0.08","C","999.9","010000"
"96745099999","2017-03-15","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  85.1"," 8","  72.0"," 8","1009.4"," 8","008.9"," 8","  4.1"," 8","  4.6"," 8","  8.9","999.9","  93.2"," ","  79.5","*"," 0.00","I","999.9","000000"
"96745099999","2017-03-16","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  84.6"," 8","  75.0"," 8","1009.0"," 8","008.5"," 8","  4.0"," 8","  3.1"," 8","  6.0","999.9","  88.5","*","  79.2"," "," 0.00","I","999.9","000000"
"96745099999","2017-03-17","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  83.1"," 8","  75.7"," 8","1010.2"," 8","009.8"," 8","  4.0"," 8","  1.7"," 8","  6.0","999.9","  89.6"," ","  78.8"," "," 0.00","B","999.9","010010"
"96745099999","2017-03-18","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  80.7"," 8","  73.9"," 8","1011.9"," 8","011.4"," 8","  3.7"," 8","  2.9"," 8","  7.0","999.9","  90.3"," ","  78.4","*"," 0.31","B","999.9","010010"
"96745099999","2017-03-19","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  83.0"," 8","  73.0"," 8","1010.8"," 8","010.4"," 8","  4.0"," 8","  3.4"," 8","  7.0","999.9","  88.9"," ","  77.9"," "," 0.02","A","999.9","010000"
"96745099999","2017-03-20","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  81.6"," 8","  74.5"," 8","1010.0"," 8","009.5"," 8","  4.1"," 8","  2.6"," 8","  6.0","999.9","  87.8"," ","  78.8"," "," 0.57","C","999.9","010000"
"96745099999","2017-03-21","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  81.5"," 8","  75.2"," 8","1009.6"," 8","009.1"," 8","  3.5"," 8","  3.1"," 8","  8.0","999.9","  87.8"," ","  77.4","*"," 0.47","A","999.9","010010"
"96745099999","2017-03-22","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.2"," 8","  76.3"," 8","1009.7"," 8","009.2"," 8","  3.8"," 8","  3.9"," 8","  8.9","999.9","  87.8"," ","  77.0"," "," 0.00","B","999.9","010000"
"96745099999","2017-03-23","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  79.2"," 8","  73.9"," 8","1010.4"," 8","009.9"," 8","  3.5"," 8","  1.3"," 8","  5.1","999.9","  84.2"," ","  75.2"," "," 0.24","A","999.9","010000"
"96745099999","2017-03-24","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  84.3"," 8","  74.4"," 7","1010.1"," 8","009.6"," 8","  4.2"," 8","  2.1"," 8","  7.0","999.9","  90.0"," ","  75.9"," "," 0.00","I","999.9","000000"
"96745099999","2017-03-25","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  83.7"," 8","  76.5"," 8","1010.4"," 8","009.9"," 8","  4.0"," 8","  2.0"," 8","  6.0","999.9","  87.8"," ","  81.0"," "," 0.00","I","999.9","000000"
"96745099999","2017-03-26","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  81.8"," 8","  75.5"," 8","1011.6"," 8","011.1"," 8","  3.8"," 8","  2.0"," 8","  7.0","999.9","  89.6","*","  76.5","*"," 0.35","A","999.9","010010"
"96745099999","2017-03-27","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  83.5"," 8","  74.2"," 8","1010.9"," 8","010.4"," 8","  4.0"," 8","  2.0"," 8","  6.0","999.9","  89.2"," ","  76.3"," "," 0.00","I","999.9","000010"
"96745099999","2017-03-28","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.0"," 8","  74.9"," 8","1011.3"," 8","010.8"," 8","  4.2"," 8","  1.7"," 8","  6.0","999.9","  90.0"," ","  77.0"," "," 0.91","A","999.9","010010"
"96745099999","2017-03-29","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  84.2"," 8","  73.1"," 8","1011.2"," 8","010.7"," 8","  4.0"," 8","  2.0"," 8","  5.1","999.9","  92.5"," ","  77.0"," "," 0.00","I","999.9","000000"
"96745099999","2017-03-30","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  84.0"," 8","  73.0"," 8","1011.6"," 8","011.1"," 8","  4.2"," 8","  4.4"," 8","  7.0","999.9","  90.7"," ","  78.8"," "," 0.00","I","999.9","000000"
"96745099999","2017-03-31","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  81.5"," 8","  74.7"," 8","1012.0"," 7","011.5"," 7","  3.9"," 8","  3.4"," 8","  6.0","999.9","  84.9","*","  78.4"," "," 0.39","C","999.9","010000"
"96745099999","2017-04-01","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  81.8"," 8","  74.6"," 8","1010.8"," 8","010.3"," 8","  3.9"," 8","  2.5"," 8","  6.0","999.9","  90.0","*","  77.0","*"," 0.24","A","999.9","010010"
"96745099999","2017-04-02","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.1"," 8","  75.4"," 8","1010.8"," 8","010.4"," 8","  4.0"," 8","  2.0"," 8","  7.0","999.9","  91.0"," ","  76.6"," "," 0.51","A","999.9","010010"
"96745099999","2017-04-03","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  81.5"," 8","  74.7"," 8","1010.9"," 8","010.4"," 8","  4.0"," 8","  2.8"," 8","  4.1","999.9","  89.2"," ","  77.7"," "," 0.00","B","999.9","010000"
"96745099999","2017-04-04","-6.1833333","106.8333333","8.0","JAKARTA OBSERVATORY, ID","  82.3"," 8","  73.8"," 8","1010.1"," 8","009.6"," 8","  4.3"," 8","  2.5"," 8","  5.1","999.9","  91.8"," ","  77.7"," "," 0.00","I","999.9","000000"
